EntityA,EntityB,Relation
Camphor leaf tea,Angiosperms,belongs to
Camphor leaf tea,Cinnamomum,belongs to
Camphor leaf tea,Cinnamomum camphora,belongs to
Camphor leaf tea,Dicotyledons,belongs to
Camphor leaf tea,Lauraceae,belongs to
Camphor leaf tea,Laurales,belongs to
Camphor leaf tea,Plantae,belongs to
Canarium bengalense,Angiosperms,belongs to
Canarium bengalense,Burseraceae,belongs to
Canarium bengalense,Canarium,belongs to
Canarium bengalense,Canarium bengalense,belongs to
Canarium bengalense,Magnoliopsida,belongs to
Canarium bengalense,Plantae,belongs to
Canarium bengalense,Sapindales,belongs to
Canarium strictum,Angiosperms,belongs to
Canarium strictum,Burseraceae,belongs to
Canarium strictum,Canarium,belongs to
Canarium strictum,Canarium strictum,belongs to
Canarium strictum,Magnoliopsida,belongs to
Canarium strictum,Plantae,belongs to
Canarium strictum,Sapindales,belongs to
Cape Gooseberry,Angiosperms,belongs to
Cape Gooseberry,Dicotyledons,belongs to
Cape Gooseberry,Physalis,belongs to
Cape Gooseberry,Plantae,belongs to
Cape Gooseberry,Solanaceae,belongs to
Cape Gooseberry,Solanales,belongs to
Caraway,Angiosperms,belongs to
Caraway,Apiaceae,belongs to
Caraway,Apiales,belongs to
Caraway,Carum,belongs to
Caraway,Carum carvi,belongs to
Caraway,Magnoliopsida,belongs to
Caraway,Plantae,belongs to
Caraway Juice,Angiosperms,belongs to
Caraway Juice,Apiaceae,belongs to
Caraway Juice,Apiales,belongs to
Caraway Juice,Carum,belongs to
Caraway Juice,Carum carvi,belongs to
Caraway Juice,Dicotyledons,belongs to
Caraway Juice,Plantae,belongs to
Carp,Animalia,belongs to
Carp,Chordata,belongs to
Carp,Cyprinidae,belongs to
Carp,Cypriniformes,belongs to
Carp,Cyprinus,belongs to
Carp,Cyprinus carpio,belongs to
Carp,Osteichthyes,belongs to
Carrot Juice,Angiosperms,belongs to
Carrot Juice,Apiaceae,belongs to
Carrot Juice,Apiales,belongs to
Carrot Juice,Carrot,belongs to
Carrot Juice,Daucus,belongs to
Carrot Juice,Dicotyledons,belongs to
Carrot Juice,Plantae,belongs to
Cashew,Anacardiaceae,belongs to
Cashew,Anacardium,belongs to
Cashew,Anacardium occidentale,belongs to
Cashew,Angiosperms,belongs to
Cashew,Magnoliopsida,belongs to
Cashew,Plantae,belongs to
Cashew,Sapindales,belongs to
Cassia seed,Angiosperms,belongs to
Cassia seed,Cassia,belongs to
Cassia seed,Cassia seed,belongs to
Cassia seed,Dicotyledons,belongs to
Cassia seed,Fabaceae,belongs to
Cassia seed,Plantae,belongs to
Cassia seed,Rosales,belongs to
Castor bean,Angiosperms,belongs to
Castor bean,Euphorbiaceae,belongs to
Castor bean,Magnoliopsida,belongs to
Castor bean,Malpighiales,belongs to
Castor bean,Plantae,belongs to
Castor bean,Ricinus,belongs to
Castor bean,Ricinus communis,belongs to
Catechu,Acacia,belongs to
Catechu,Acacia catechu,belongs to
Catechu,Angiosperms,belongs to
Catechu,Fabaceae,belongs to
Catechu,Magnoliopsida,belongs to
Catechu,Plantae,belongs to
Catechu,Rosales,belongs to
Catfish,Animalia,belongs to
Catfish,Catfish,belongs to
Catfish,Chordata,belongs to
Catfish,Osteichthyes,belongs to
Catfish,Siluridae,belongs to
Catfish,Siluriformes,belongs to
Catfish,Silurus,belongs to
Cattle,Animalia,belongs to
Cattle,Artiodactyla,belongs to
Cattle,Bos,belongs to
Cattle,Bos taurus,belongs to
Cattle,Bovidae,belongs to
Cattle,Chordata,belongs to
Cattle,Mammalia,belongs to
Cauliflower,Angiosperms,belongs to
Cauliflower,Brassica,belongs to
Cauliflower,Brassicaceae,belongs to
Cauliflower,Brassicales,belongs to
Cauliflower,Cauliflower,belongs to
Cauliflower,Magnoliopsida,belongs to
Cauliflower,Plantae,belongs to
Cauliflower Snake,Animalia,belongs to
Cauliflower Snake,Chordata,belongs to
Cauliflower Snake,Colubridae,belongs to
Cauliflower Snake,Elaphe,belongs to
Cauliflower Snake,Elaphe carinata,belongs to
Cauliflower Snake,Reptilia,belongs to
Cauliflower Snake,Squamata,belongs to
Cauliflower juice,Angiosperms,belongs to
Cauliflower juice,Brassica,belongs to
Cauliflower juice,Brassicaceae,belongs to
Cauliflower juice,Brassicales,belongs to
Cauliflower juice,Cauliflower,belongs to
Cauliflower juice,Dicotyledons,belongs to
Cauliflower juice,Plantae,belongs to
Cedar,Cedrus,belongs to
Cedar,Gymnosperms,belongs to
Cedar,Pinaceae,belongs to
Cedar,Pinales,belongs to
Cedar,Pinopsida,belongs to
Cedar,Plantae,belongs to
Cedar pollen,Cedar species,belongs to
Cedar pollen,Cedrus,belongs to
Cedar pollen,Gymnosperms,belongs to
Cedar pollen,Pinaceae,belongs to
Cedar pollen,Pinales,belongs to
Cedar pollen,Pinopsida,belongs to
Cedar pollen,Plantae,belongs to
Celery,Angiosperms,belongs to
Celery,Apiaceae,belongs to
Celery,Apiales,belongs to
Celery,Apium,belongs to
Celery,Apium graveolens,belongs to
Celery,Dicotyledons,belongs to
Celery,Plantae,belongs to
Centella asiatica,Apiaceae,belongs to
Centella asiatica,Apiales,belongs to
Centella asiatica,Centella,belongs to
Centella asiatica,Centella asiatica.,belongs to
Centella asiatica,Magnoliopsida,belongs to
Centella asiatica,Plantae,belongs to
Centella asiatica,Tracheophyta,belongs to
Centipede vine,Alismatales,belongs to
Centipede vine,Angiosperms,belongs to
Centipede vine,Araceae,belongs to
Centipede vine,Centipede vine,belongs to
Centipede vine,Magnoliopsida,belongs to
Centipede vine,Plantae,belongs to
Centipede vine,Pothos,belongs to
Cephalotaxus,Cephalotaxaceae,belongs to
Cephalotaxus,Cephalotaxus,belongs to
Cephalotaxus,Cephalotaxus fortunei,belongs to
Cephalotaxus,Cupressales,belongs to
Cephalotaxus,Gymnosperms,belongs to
Cephalotaxus,Pinopsida,belongs to
Cephalotaxus,Plantae,belongs to
Chamomile Tea,Angiosperms,belongs to
Chamomile Tea,Asteraceae,belongs to
Chamomile Tea,Asterales,belongs to
Chamomile Tea,Chamomile,belongs to
Chamomile Tea,Dicotyledons,belongs to
Chamomile Tea,Matricaria,belongs to
Chamomile Tea,Plantae,belongs to
Changbai Mountain Immortality Grass,Angiosperms,belongs to
Changbai Mountain Immortality Grass,Changbai Mountain Immortality Grass,belongs to
Changbai Mountain Immortality Grass,Cistanche,belongs to
Changbai Mountain Immortality Grass,Magnoliopsida,belongs to
Changbai Mountain Immortality Grass,Orchidaceae,belongs to
Changbai Mountain Immortality Grass,Orchidales,belongs to
Changbai Mountain Immortality Grass,Plantae,belongs to
Changium smyrnioides,Angiosperms,belongs to
Changium smyrnioides,Apiaceae,belongs to
Changium smyrnioides,Apiales,belongs to
Changium smyrnioides,Changium,belongs to
Changium smyrnioides,Changium smyrnioides,belongs to
Changium smyrnioides,Dicotyledons,belongs to
Changium smyrnioides,Plantae,belongs to
Chaploo fruit,Angiosperms,belongs to
Chaploo fruit,Chaploo,belongs to
Chaploo fruit,Dicotyledons,belongs to
Chaploo fruit,Plantae,belongs to
Chaploo fruit,Rosaceae,belongs to
Chaploo fruit,Rosales,belongs to
Chayote juice,Angiosperms,belongs to
Chayote juice,Chayote,belongs to
Chayote juice,Cucurbitaceae,belongs to
Chayote juice,Cucurbitales,belongs to
Chayote juice,Dicotyledons,belongs to
Chayote juice,Plantae,belongs to
Chayote juice,Sechium,belongs to
Chen's Red Camellia,Angiosperms,belongs to
Chen's Red Camellia,Camellia,belongs to
Chen's Red Camellia,Chen's Red Camellia,belongs to
Chen's Red Camellia,Magnoliopsida,belongs to
Chen's Red Camellia,Parietales,belongs to
Chen's Red Camellia,Plantae,belongs to
Chen's Red Camellia,Theaceae,belongs to
Chenpi,Angiosperms,belongs to
Chenpi,Citrus,belongs to
Chenpi,Citrus reticulata,belongs to
Chenpi,Dicotyledons,belongs to
Chenpi,Plantae,belongs to
Chenpi,Rutaceae,belongs to
Chenpi,Sapindales,belongs to
Cherry,Angiosperms,belongs to
Cherry,Cherry,belongs to
Cherry,Dicotyledons,belongs to
Cherry,Plantae,belongs to
Cherry,Prunus,belongs to
Cherry,Rosaceae,belongs to
Cherry,Rosales,belongs to
Cherry radish,Angiosperms,belongs to
Cherry radish,Brassicaceae,belongs to
Cherry radish,Brassicales,belongs to
Cherry radish,Cherry radish,belongs to
Cherry radish,Magnoliopsida,belongs to
Cherry radish,Plantae,belongs to
Cherry radish,Raphanus,belongs to
Chestnut,Angiosperms,belongs to
Chestnut,Castanea,belongs to
Chestnut,Chestnut,belongs to
Chestnut,Dicotyledons,belongs to
Chestnut,Fagaceae,belongs to
Chestnut,Fagales,belongs to
Chestnut,Magnoliopsida,belongs to
Chestnut,Plantae,belongs to
Chicory,Angiosperms,belongs to
Chicory,Asteraceae,belongs to
Chicory,Asterales,belongs to
Chicory,Chicory,belongs to
Chicory,Cichorium,belongs to
Chicory,Magnoliopsida,belongs to
Chicory,Plantae,belongs to
Chili Pepper,Capsicum,belongs to
Chili Pepper,Chili Pepper,belongs to
Chili Pepper,Magnoliopsida,belongs to
Chili Pepper,Plantae,belongs to
Chili Pepper,Solanaceae,belongs to
Chili Pepper,Solanales,belongs to
Chili Pepper,Tracheophyta,belongs to
Chili Pepper Juice,Angiosperms,belongs to
Chili Pepper Juice,Capsicum,belongs to
Chili Pepper Juice,Chili Pepper,belongs to
Chili Pepper Juice,Dicotyledons,belongs to
Chili Pepper Juice,Plantae,belongs to
Chili Pepper Juice,Solanaceae,belongs to
Chili Pepper Juice,Solanales,belongs to
Chinaberry Bark,Angiosperms,belongs to
Chinaberry Bark,Dicotyledons,belongs to
Chinaberry Bark,Melia,belongs to
Chinaberry Bark,Meliaceae,belongs to
Chinaberry Bark,Plantae,belongs to
Chinaberry Bark,Sapindales,belongs to
Chinaberry Bark,Toosendan,belongs to
Chinese Chestnut,Angiosperms,belongs to
Chinese Chestnut,Castanea,belongs to
Chinese Chestnut,Chinese Chestnut,belongs to
Chinese Chestnut,Dicotyledons,belongs to
Chinese Chestnut,Fagaceae,belongs to
Chinese Chestnut,Fagales,belongs to
Chinese Chestnut,Magnoliopsida,belongs to
Chinese Chestnut,Plantae,belongs to
Chinese Holly,Angiosperms,belongs to
Chinese Holly,Aquifoliaceae,belongs to
Chinese Holly,Aquifoliales,belongs to
Chinese Holly,Ilex,belongs to
Chinese Holly,Magnoliopsida,belongs to
Chinese Holly,Plantae,belongs to
Chinese Pistache Fruit,Angiosperms,belongs to
Chinese Pistache Fruit,Juglandaceae,belongs to
Chinese Pistache Fruit,Juglandales,belongs to
Chinese Pistache Fruit,Magnoliopsida,belongs to
Chinese Pistache Fruit,Pistacia,belongs to
Chinese Pistache Fruit,Pistacia chinensis,belongs to
Chinese Pistache Fruit,Plantae,belongs to
Chinese Softshell Turtle,Animalia,belongs to
Chinese Softshell Turtle,Chinese Softshell Turtle,belongs to
Chinese Softshell Turtle,Chordata,belongs to
Chinese Softshell Turtle,Pelodiscus,belongs to
Chinese Softshell Turtle,Reptilia,belongs to
Chinese Softshell Turtle,Testudines,belongs to
Chinese Softshell Turtle,Trionychidae,belongs to
Chinese Zokor,Animalia,belongs to
Chinese Zokor,Chordata,belongs to
Chinese Zokor,Cricetidae,belongs to
Chinese Zokor,Mammalia,belongs to
Chinese Zokor,Myospalax,belongs to
Chinese Zokor,Myospalax fontanierii,belongs to
Chinese Zokor,Rodentia,belongs to
Chinese cabbage juice,Angiosperms,belongs to
Chinese cabbage juice,Brassica,belongs to
Chinese cabbage juice,Brassicaceae,belongs to
Chinese cabbage juice,Brassicales,belongs to
Chinese cabbage juice,Chinese cabbage,belongs to
Chinese cabbage juice,Dicotyledons,belongs to
Chinese cabbage juice,Plantae,belongs to
Chinese forest frog,Amphibia,belongs to
Chinese forest frog,Animalia,belongs to
Chinese forest frog,Anura,belongs to
Chinese forest frog,Chinese forest frog,belongs to
Chinese forest frog,Chordata,belongs to
Chinese forest frog,Rana,belongs to
Chinese forest frog,Ranidae,belongs to
Chinese giant salamander,Amphibia,belongs to
Chinese giant salamander,Andrias,belongs to
Chinese giant salamander,Animalia,belongs to
Chinese giant salamander,Caudata,belongs to
Chinese giant salamander,Chinese giant salamander,belongs to
Chinese giant salamander,Chordata,belongs to
Chinese giant salamander,Cryptobranchidae,belongs to
Chinese herring,Animalia,belongs to
Chinese herring,Chordata,belongs to
Chinese herring,Clupeiformes,belongs to
Chinese herring,Ilisha,belongs to
Chinese herring,Ilisha elongata,belongs to
Chinese herring,Osteichthyes,belongs to
Chinese herring,Pristigasteridae,belongs to
Chinese kale juice,Angiosperms,belongs to
Chinese kale juice,Brassica,belongs to
Chinese kale juice,Brassicaceae,belongs to
Chinese kale juice,Brassicales,belongs to
Chinese kale juice,Chinese kale,belongs to
Chinese kale juice,Dicotyledons,belongs to
Chinese kale juice,Plantae,belongs to
Chinese mitten crab,Animalia,belongs to
Chinese mitten crab,Arthropoda,belongs to
Chinese mitten crab,Decapoda,belongs to
Chinese mitten crab,Eriocheir,belongs to
Chinese mitten crab,Eriocheir sinensis,belongs to
Chinese mitten crab,Malacostraca,belongs to
Chinese mitten crab,Varunidae,belongs to
Chinese paddlefish,Acipenseriformes,belongs to
Chinese paddlefish,Animalia,belongs to
Chinese paddlefish,Chinese paddlefish,belongs to
Chinese paddlefish,Chordata,belongs to
Chinese paddlefish,Osteichthyes,belongs to
Chinese paddlefish,Polyodontidae,belongs to
Chinese paddlefish,Psephurus,belongs to
Chinese rice grasshopper,Acrididae,belongs to
Chinese rice grasshopper,Animalia,belongs to
Chinese rice grasshopper,Arthropoda,belongs to
Chinese rice grasshopper,Insecta,belongs to
Chinese rice grasshopper,Orthoptera,belongs to
Chinese rice grasshopper,Oxya,belongs to
Chinese rice grasshopper,Oxya chinensis,belongs to
Chinese sturgeon,Acipenser,belongs to
Chinese sturgeon,Acipenseridae,belongs to
Chinese sturgeon,Acipenseriformes,belongs to
Chinese sturgeon,Animalia,belongs to
Chinese sturgeon,Chinese sturgeon,belongs to
Chinese sturgeon,Chordata,belongs to
Chinese sturgeon,Osteichthyes,belongs to
Chinquapin,Angiosperms,belongs to
Chinquapin,Castanea,belongs to
Chinquapin,Chinquapin,belongs to
Chinquapin,Dicotyledons,belongs to
Chinquapin,Fagaceae,belongs to
Chinquapin,Fagales,belongs to
Chinquapin,Plantae,belongs to
Chives,Alliaceae,belongs to
Chives,Allium,belongs to
Chives,Allium tuberosum,belongs to
Chives,Amaryllidaceae,belongs to
Chives,Angiosperms,belongs to
Chives,Asparagales,belongs to
Chives,Chives,belongs to
Chives,Liliaceae,belongs to
Chives,Magnoliopsida,belongs to
Chives,Monocotyledon,belongs to
Chives,Plantae,belongs to
Chives,Tracheophyta,belongs to
Chongqing Camellia,Angiosperms,belongs to
Chongqing Camellia,Camellia,belongs to
Chongqing Camellia,Chongqing Camellia,belongs to
Chongqing Camellia,Magnoliopsida,belongs to
Chongqing Camellia,Parietales,belongs to
Chongqing Camellia,Plantae,belongs to
Chongqing Camellia,Theaceae,belongs to
Choy Sum,Angiosperms,belongs to
Choy Sum,Brassica,belongs to
Choy Sum,Brassicaceae,belongs to
Choy Sum,Brassicales,belongs to
Choy Sum,Choy Sum,belongs to
Choy Sum,Magnoliopsida,belongs to
Choy Sum,Plantae,belongs to
Chrysanthemum,Angiosperms,belongs to
Chrysanthemum,Asteraceae,belongs to
Chrysanthemum,Asterales,belongs to
Chrysanthemum,Chrysanthemum,belongs to
Chrysanthemum,Magnoliopsida,belongs to
Chrysanthemum,Plantae,belongs to
Chrysanthemum pollen,Angiosperms,belongs to
Chrysanthemum pollen,Asteraceae,belongs to
Chrysanthemum pollen,Asterales,belongs to
Chrysanthemum pollen,Chrysanthemum,belongs to
Chrysanthemum pollen,Chrysanthemum species,belongs to
Chrysanthemum pollen,Dicotyledons,belongs to
Chrysanthemum pollen,Plantae,belongs to
Chrysanthemum powder beverage,Angiosperms,belongs to
Chrysanthemum powder beverage,Asteraceae,belongs to
Chrysanthemum powder beverage,Asterales,belongs to
Chrysanthemum powder beverage,Chrysanthemum,belongs to
Chrysanthemum powder beverage,Dicotyledons,belongs to
Chrysanthemum powder beverage,Plantae,belongs to
Cibotium,Blechnaceae,belongs to
Cibotium,Cibotium,belongs to
Cibotium,Equisetopsida,belongs to
Cibotium,Plantae,belongs to
Cibotium,Polypodiales,belongs to
Cibotium,Pteridophyta,belongs to
Cicada,Animalia,belongs to
Cicada,Arthropoda,belongs to
Cicada,Cicada,belongs to
Cicada,Cicadidae,belongs to
Cicada,Cryptotympana,belongs to
Cicada,Hemiptera,belongs to
Cicada,Insecta,belongs to
Cimicifuga,Angiosperms,belongs to
Cimicifuga,Cimicifuga,belongs to
Cimicifuga,Magnoliopsida,belongs to
Cimicifuga,Plantae,belongs to
Cimicifuga,Ranunculaceae,belongs to
Cimicifuga,Ranunculales,belongs to
Cinchona,Angiosperms,belongs to
Cinchona,Cinchona,belongs to
Cinchona,Dicotyledons,belongs to
Cinchona,Gentianales,belongs to
Cinchona,Plantae,belongs to
Cinchona,Rubiaceae,belongs to
Cinnamomum cassia,Angiosperms,belongs to
Cinnamomum cassia,Cinnamomum,belongs to
Cinnamomum cassia,Cinnamomum cassia,belongs to
Cinnamomum cassia,Dicotyledons,belongs to
Cinnamomum cassia,Lauraceae,belongs to
Cinnamomum cassia,Laurales,belongs to
Cinnamomum cassia,Plantae,belongs to
Cinnamon,Angiosperms,belongs to
Cinnamon,Cinnamomum,belongs to
Cinnamon,Cinnamon,belongs to
Cinnamon,Lauraceae,belongs to
Cinnamon,Laurales,belongs to
Cinnamon,Magnoliopsida,belongs to
Cinnamon,Plantae,belongs to
Cinnamon,Tracheophyta,belongs to
Citrus pollen,Angiosperms,belongs to
Citrus pollen,Citrus,belongs to
Citrus pollen,Citrus species,belongs to
Citrus pollen,Dicotyledons,belongs to
Citrus pollen,Plantae,belongs to
Citrus pollen,Rutaceae,belongs to
Citrus pollen,Sapindales,belongs to
Clausena excavata,Angiosperms,belongs to
Clausena excavata,Clausena,belongs to
Clausena excavata,Clausena excavata,belongs to
Clausena excavata,Clausena lansium,belongs to
Clausena excavata,Magnoliopsida,belongs to
Clausena excavata,Plantae,belongs to
Clausena excavata,Rutaceae,belongs to
Clausena excavata,Sapindales,belongs to
Clausena excavata,Tracheophyta,belongs to
Clematis,Angiosperms,belongs to
Clematis,Clematis,belongs to
Clematis,Magnoliopsida,belongs to
Clematis,Plantae,belongs to
Clematis,Ranunculaceae,belongs to
Clematis,Ranunculales,belongs to
Clematis fruit,Angiosperms,belongs to
Clematis fruit,Clematis,belongs to
Clematis fruit,Dicotyledons,belongs to
Clematis fruit,Plantae,belongs to
Clematis fruit,Ranunculaceae,belongs to
Clematis fruit,Ranunculales,belongs to
Cleome,Angiosperms,belongs to
Cleome,Brassicales,belongs to
Cleome,Cleomaceae,belongs to
Cleome,Cleome,belongs to
Cleome,Cleome gynandra,belongs to
Cleome,Magnoliopsida,belongs to
Cleome,Plantae,belongs to
Cleyera grandiflora,Angiosperms,belongs to
Cleyera grandiflora,Dicotyledons,belongs to
Cleyera grandiflora,Diospyros,belongs to
Cleyera grandiflora,Diospyros morrisiana,belongs to
Cleyera grandiflora,Ebenaceae,belongs to
Cleyera grandiflora,Ebenales,belongs to
Cleyera grandiflora,Plantae,belongs to
Cleyera japonica,Angiosperms,belongs to
Cleyera japonica,Cleyera,belongs to
Cleyera japonica,Cleyera japonica,belongs to
Cleyera japonica,Dicotyledons,belongs to
Cleyera japonica,Myrtaceae,belongs to
Cleyera japonica,Myrtales,belongs to
Cleyera japonica,Plantae,belongs to
Cloud Tree,Angiosperms,belongs to
Cloud Tree,Cloud Tree,belongs to
Cloud Tree,Clusiaceae,belongs to
Cloud Tree,Garcinia,belongs to
Cloud Tree,Magnoliopsida,belongs to
Cloud Tree,Parietales,belongs to
Cloud Tree,Plantae,belongs to
Clove,Angiosperms,belongs to
Clove,Dicotyledons,belongs to
Clove,Myrtaceae,belongs to
Clove,Myrtales,belongs to
Clove,Plantae,belongs to
Clove,Syzygium,belongs to
Clove,Syzygium aromaticum,belongs to
Clove pollen,Angiosperms,belongs to
Clove pollen,Clove genus,belongs to
Clove pollen,Clove species,belongs to
Clove pollen,Dicotyledons,belongs to
Clove pollen,Myrtaceae,belongs to
Clove pollen,Myrtales,belongs to
Clove pollen,Plantae,belongs to
Coarse-haired Red Camellia,Angiosperms,belongs to
Coarse-haired Red Camellia,Camellia,belongs to
Coarse-haired Red Camellia,Coarse-haired Red Camellia,belongs to
Coarse-haired Red Camellia,Magnoliopsida,belongs to
Coarse-haired Red Camellia,Parietales,belongs to
Coarse-haired Red Camellia,Plantae,belongs to
Coarse-haired Red Camellia,Theaceae,belongs to
Cocculus orbiculatus,Angiosperms,belongs to
Cocculus orbiculatus,Cocculus,belongs to
Cocculus orbiculatus,Cocculus orbiculatus,belongs to
Cocculus orbiculatus,Magnoliopsida,belongs to
Cocculus orbiculatus,Menispermaceae,belongs to
Cocculus orbiculatus,Plantae,belongs to
Cocculus orbiculatus,Ranunculales,belongs to
Cocoa,Angiosperms,belongs to
Cocoa,Cocoa,belongs to
Cocoa,Magnoliopsida,belongs to
Cocoa,Malvaceae,belongs to
Cocoa,Malvales,belongs to
Cocoa,Plantae,belongs to
Cocoa,Theobroma,belongs to
Coconut,Arecaceae,belongs to
Coconut,Arecales,belongs to
Coconut,Coconut,belongs to
Coconut,Cocos,belongs to
Coconut,Magnoliopsida,belongs to
Coconut,Plantae,belongs to
Coconut,Tracheophyta,belongs to
Codonopsis,Angiosperms,belongs to
Codonopsis,Asterales,belongs to
Codonopsis,Campanulaceae,belongs to
Codonopsis,Codonopsis,belongs to
Codonopsis,Magnoliopsida,belongs to
Codonopsis,Plantae,belongs to
Coffea arabica,Angiosperms,belongs to
Coffea arabica,Coffea,belongs to
Coffea arabica,Coffea arabica,belongs to
Coffea arabica,Gentianales,belongs to
Coffea arabica,Magnoliopsida,belongs to
Coffea arabica,Plantae,belongs to
Coffea arabica,Rubiaceae,belongs to
Cola Nut,Angiosperms,belongs to
Cola Nut,Cola,belongs to
Cola Nut,Cola Nut,belongs to
Cola Nut,Magnoliopsida,belongs to
Cola Nut,Malvaceae,belongs to
Cola Nut,Malvales,belongs to
Cola Nut,Plantae,belongs to
Combined-column Rough-fruited Tea,Angiosperms,belongs to
Combined-column Rough-fruited Tea,Camellia,belongs to
Combined-column Rough-fruited Tea,Combined-column Rough-fruited Tea,belongs to
Combined-column Rough-fruited Tea,Magnoliopsida,belongs to
Combined-column Rough-fruited Tea,Parietales,belongs to
Combined-column Rough-fruited Tea,Plantae,belongs to
Combined-column Rough-fruited Tea,Theaceae,belongs to
Common Wasp Venom,Animalia,belongs to
Common Wasp Venom,Arthropoda,belongs to
Common Wasp Venom,Hymenoptera,belongs to
Common Wasp Venom,Insecta,belongs to
Common Wasp Venom,Vespa,belongs to
Common Wasp Venom,Vespidae,belongs to
Conch,Animalia,belongs to
Conch,Buccinidae,belongs to
Conch,Gastropoda,belongs to
Conch,Mollusca,belongs to
Conch,Neogastropoda,belongs to
Conch,Neptunea,belongs to
Conch,Neptunea cumingii,belongs to
Coptis,Anacardiaceae,belongs to
Coptis,Angiosperms,belongs to
Coptis,Coptis,belongs to
Coptis,Magnoliopsida,belongs to
Coptis,Pistacia chinensis,belongs to
Coptis,Plantae,belongs to
Coptis,Sapindales,belongs to
Coptis chinensis,Angiosperms,belongs to
Coptis chinensis,Coptis,belongs to
Coptis chinensis,Coptis chinensis,belongs to
Coptis chinensis,Dicotyledons,belongs to
Coptis chinensis,Magnoliopsida,belongs to
Coptis chinensis,Plantae,belongs to
Coptis chinensis,Ranunculaceae,belongs to
Coptis chinensis,Ranunculales,belongs to
Cordyceps sinensis,Ascomycota,belongs to
Cordyceps sinensis,Cordyceps sinensis,belongs to
Cordyceps sinensis,Fungi,belongs to
Cordyceps sinensis,Hypocreales,belongs to
Cordyceps sinensis,Ophiocordyceps,belongs to
Cordyceps sinensis,Ophiocordycipitaceae,belongs to
Cordyceps sinensis,Sordariomycetes,belongs to
Coriander,Angiosperms,belongs to
Coriander,Apiaceae,belongs to
Coriander,Apiales,belongs to
Coriander,Coriander,belongs to
Coriander,Coriandrum,belongs to
Coriander,Magnoliopsida,belongs to
Coriander,Plantae,belongs to
Coriander juice,Angiosperms,belongs to
Coriander juice,Apiaceae,belongs to
Coriander juice,Apiales,belongs to
Coriander juice,Coriander,belongs to
Coriander juice,Coriandrum,belongs to
Coriander juice,Dicotyledons,belongs to
Coriander juice,Plantae,belongs to
Corn Pollen,Angiosperms,belongs to
Corn Pollen,Corn,belongs to
Corn Pollen,Monocotyledon,belongs to
Corn Pollen,Plantae,belongs to
Corn Pollen,Poaceae,belongs to
Corn Pollen,Zea,belongs to
Corn Pollen Beverage,Angiosperms,belongs to
Corn Pollen Beverage,Maize,belongs to
Corn Pollen Beverage,Monocotyledon,belongs to
Corn Pollen Beverage,Plantae,belongs to
Corn Pollen Beverage,Poaceae,belongs to
Corn Pollen Beverage,Poales,belongs to
Corn Pollen Beverage,Zea,belongs to
Cornus Tea,Angiosperms,belongs to
Cornus Tea,Cornaceae,belongs to
Cornus Tea,Cornales,belongs to
Cornus Tea,Cornus,belongs to
Cornus Tea,Cornus officinalis,belongs to
Cornus Tea,Dicotyledons,belongs to
Cornus Tea,Plantae,belongs to
Cornus elliptica,Angiosperms,belongs to
Cornus elliptica,Cornaceae,belongs to
Cornus elliptica,Cornales,belongs to
Cornus elliptica,Cornus,belongs to
Cornus elliptica,Cornus elliptica,belongs to
Cornus elliptica,Dicotyledons,belongs to
Cornus elliptica,Plantae,belongs to
Cornus officinalis,Angiosperms,belongs to
Cornus officinalis,Cornaceae,belongs to
Cornus officinalis,Cornales,belongs to
Cornus officinalis,Cornus,belongs to
Cornus officinalis,Cornus walteri,belongs to
Cornus officinalis,Magnoliopsida,belongs to
Cornus officinalis,Plantae,belongs to
Corydalis,Angiosperms,belongs to
Corydalis,Corydalis,belongs to
Corydalis,Magnoliopsida,belongs to
Corydalis,Papaveraceae,belongs to
Corydalis,Plantae,belongs to
Corydalis,Ranunculales,belongs to
Cotton,Angiosperms,belongs to
Cotton,"Cotton (usually refers to cultivated species, such as upland cotton, sea island cotton, etc.)",belongs to
Cotton,Gossypium,belongs to
Cotton,Magnoliopsida,belongs to
Cotton,Malvaceae,belongs to
Cotton,Malvales,belongs to
Cotton,Plantae,belongs to
Cotton pollen,Angiosperms,belongs to
Cotton pollen,Cotton genus,belongs to
Cotton pollen,Cotton species,belongs to
Cotton pollen,Dicotyledons,belongs to
Cotton pollen,Malvaceae,belongs to
Cotton pollen,Malvales,belongs to
Cotton pollen,Plantae,belongs to
Cowfruit Vine,Angiosperms,belongs to
Cowfruit Vine,Asterales,belongs to
Cowfruit Vine,Cowfruit Vine,belongs to
Cowfruit Vine,Dicotyledons,belongs to
Cowfruit Vine,Plantae,belongs to
Cowfruit Vine,Verbenaceae,belongs to
Cowpea,Angiosperms,belongs to
Cowpea,Fabaceae,belongs to
Cowpea,Fabales,belongs to
Cowpea,Magnoliopsida,belongs to
Cowpea,Plantae,belongs to
Cowpea,Vigna,belongs to
Cowpea,Vigna unguiculata,belongs to
Coyote,Animalia,belongs to
Coyote,Canidae,belongs to
Coyote,Canis,belongs to
Coyote,Carnivora,belongs to
Coyote,Chordata,belongs to
Coyote,Coyote,belongs to
Coyote,Mammalia,belongs to
Crabapple,Angiosperms,belongs to
Crabapple,Crabapple,belongs to
Crabapple,Dicotyledons,belongs to
Crabapple,Malus,belongs to
Crabapple,Plantae,belongs to
Crabapple,Rosaceae,belongs to
Crabapple,Rosales,belongs to
Crabapple berry,Angiosperms,belongs to
Crabapple berry,Crabapple berry,belongs to
