EntityA,EntityB,Relation
Bald-stemmed Camellia,caffeine,contains
Bald-stemmed Camellia,digestive,contains
Bald-stemmed Camellia,etc. Has antioxidant,contains
Bald-stemmed Camellia,lipid-lowering effects.,contains
Bald-stemmed Camellia,minerals,contains
Bald-stemmed Camellia,refreshing,contains
Bamboo Leaf Beverage,Angiosperms,belongs to
Bamboo Leaf Beverage,Bambusa,belongs to
Bamboo Leaf Beverage,Monocotyledon,belongs to
Bamboo Leaf Beverage,Plantae,belongs to
Bamboo Leaf Beverage,Poaceae,belongs to
Bamboo Leaf Beverage,Poales,belongs to
Bamboo Leaf Beverage,Various bamboo species,belongs to
Bamboo Leaf Beverage,Bamboo leaves contain various nutrients,contains
Bamboo Leaf Beverage,antioxidants,contains
Bamboo Leaf Beverage,calcium,contains
Bamboo Leaf Beverage,etc.),contains
Bamboo Leaf Beverage,including amino acids,contains
Bamboo Leaf Beverage,magnesium,contains
Bamboo Leaf Beverage,minerals (such as potassium,contains
Bamboo Leaf Beverage,unique bioactive components such as bamboo leaf flavonoids.,contains
Bamboo Leaf Beverage,vitamins,contains
Bamboo Leaf Red Camellia,Angiosperms,belongs to
Bamboo Leaf Red Camellia,Bamboo Leaf Red Camellia,belongs to
Bamboo Leaf Red Camellia,Camellia,belongs to
Bamboo Leaf Red Camellia,Magnoliopsida,belongs to
Bamboo Leaf Red Camellia,Parietales,belongs to
Bamboo Leaf Red Camellia,Plantae,belongs to
Bamboo Leaf Red Camellia,Theaceae,belongs to
Bamboo Leaf Red Camellia,Rich in tea polyphenols,contains
Bamboo Leaf Red Camellia,amino acids,contains
Bamboo Leaf Red Camellia,anti-aging,contains
Bamboo Leaf Red Camellia,cardiovascular protection effects.,contains
Bamboo Leaf Red Camellia,etc. It has antioxidant,contains
Bamboo Leaf Red Camellia,vitamins,contains
Bamboo Shoots,Angiosperms,belongs to
Bamboo Shoots,Bamboo Shoots,belongs to
Bamboo Shoots,Bambusoideae,belongs to
Bamboo Shoots,Monocotyledon,belongs to
Bamboo Shoots,Plantae,belongs to
Bamboo Shoots,Poaceae,belongs to
Bamboo Shoots,Poales,belongs to
Bamboo Shoots,B vitamins,contains
Bamboo Shoots,Rich in fiber,contains
Bamboo Shoots,calcium.,contains
Bamboo Shoots,potassium,contains
Bamboo Shoots,protein,contains
Bamboo Worm,Animalia,belongs to
Bamboo Worm,Arthropoda,belongs to
Bamboo Worm,Bamboo Worm,belongs to
Bamboo Worm,Chilo,belongs to
Bamboo Worm,Insecta,belongs to
Bamboo Worm,Lepidoptera,belongs to
Bamboo Worm,Pyralidae,belongs to
Bamboo Worm,Bamboo worms contain protein,contains
Bamboo Worm,carbohydrates,contains
Bamboo Worm,fat,contains
Bamboo Worm,phosphorus.,contains
Bamboo Worm,potassium,contains
Bamboo Worm,unsaturated fatty acids,contains
Bamboo Worm,various vitamins such as vitamin E,contains
Bamboo Worm,vitamin B2. They also contain minerals like calcium,contains
Bamboo Worm,vitamin K,contains
Bamboo rat,Animalia,belongs to
Bamboo rat,Chordata,belongs to
Bamboo rat,Mammalia,belongs to
Bamboo rat,Rhizomyidae,belongs to
Bamboo rat,Rhizomys,belongs to
Bamboo rat,Rhizomys sinensis,belongs to
Bamboo rat,Rodentia,belongs to
Bamboo rat,Nutritional components include crude protein 57.78%,contains
Bamboo rat,amino acids. The content of lysine,contains
Bamboo rat,are also rich in phosphorus,contains
Bamboo rat,ash 17.36%,contains
Bamboo rat,calcium,contains
Bamboo rat,crude fat 20.54%,contains
Bamboo rat,crude fiber 0.84%,contains
Bamboo rat,leucine,contains
Bamboo rat,livestock.,contains
Bamboo rat,methionine is higher than that of common poultry,contains
Bamboo rat,moisture 3.84%,contains
Bamboo rat,vitamin E,contains
Baobab leaves,Adansonia,belongs to
Baobab leaves,Adansonia digitata,belongs to
Baobab leaves,Angiosperms,belongs to
Baobab leaves,Dicotyledons,belongs to
Baobab leaves,Malvaceae,belongs to
Baobab leaves,Malvales,belongs to
Baobab leaves,Plantae,belongs to
Baobab leaves,Baobab leaves contain minerals such as vitamin C,contains
Baobab leaves,as well as dietary fiber.,contains
Baobab leaves,calcium,contains
Baobab leaves,iron,contains
Baobab leaves,phosphorus,contains
Baobab nut,Adansonia,belongs to
Baobab nut,Adansonia digitata,belongs to
Baobab nut,Angiosperms,belongs to
Baobab nut,Magnoliopsida,belongs to
Baobab nut,Malvaceae,belongs to
Baobab nut,Malvales,belongs to
Baobab nut,Plantae,belongs to
Baobab nut,Rich in starch,contains
Baobab nut,especially vitamin C,contains
Baobab nut,fat,contains
Baobab nut,iron.,contains
Baobab nut,minerals,contains
Baobab nut,minerals such as calcium,contains
Baobab nut,protein,contains
Basil,Angiosperms,belongs to
Basil,Basil,belongs to
Basil,Lamiaceae,belongs to
Basil,Lamiales,belongs to
Basil,Magnoliopsida,belongs to
Basil,Ocimum,belongs to
Basil,Plantae,belongs to
Basil,Polyphenols,contains
Basil,etc.,contains
Basil,flavonoids,contains
Basil,phenolic acids,contains
Basil,phenols,contains
Basil tea,Angiosperms,belongs to
Basil tea,Asterales,belongs to
Basil tea,Basil,belongs to
Basil tea,Dicotyledons,belongs to
Basil tea,Lamiaceae,belongs to
Basil tea,Ocimum,belongs to
Basil tea,Plantae,belongs to
Basil tea,Basil contains essential oils (such as eugenol,contains
Basil tea,flavonoids,contains
Basil tea,minerals.,contains
Basil tea,ocimene),contains
Basil tea,vitamins,contains
Bay Laurel,Angiosperms,belongs to
Bay Laurel,Bay Laurel,belongs to
Bay Laurel,Lauraceae,belongs to
Bay Laurel,Laurales,belongs to
Bay Laurel,Laurus,belongs to
Bay Laurel,Magnoliopsida,belongs to
Bay Laurel,Plantae,belongs to
Bay Laurel,Energy,contains
Bay Laurel,carbohydrates (sugar),contains
Bay Laurel,dietary fiber,contains
Bay Laurel,etc.,contains
Bay Laurel,fat,contains
Bay Laurel,protein,contains
Bay Laurel,sodium,contains
Bay Laurel,vitamins,contains
Beaked Walnut,Angiosperms,belongs to
Beaked Walnut,Beaked Walnut,belongs to
Beaked Walnut,Carya,belongs to
Beaked Walnut,Juglandaceae,belongs to
Beaked Walnut,Juglandales,belongs to
Beaked Walnut,Magnoliopsida,belongs to
Beaked Walnut,Plantae,belongs to
Beaked Walnut,Rich in oils,contains
Beaked Walnut,growing conditions.,contains
Beaked Walnut,minerals,contains
Beaked Walnut,proteins,contains
Beaked Walnut,specific composition may vary depending on the variety,contains
Beaked Walnut,vitamins,contains
Bean Pear,Angiosperms,belongs to
Bean Pear,Bean Pear,belongs to
Bean Pear,Magnoliopsida,belongs to
Bean Pear,Plantae,belongs to
Bean Pear,Pyrus,belongs to
Bean Pear,Rosaceae,belongs to
Bean Pear,Rosales,belongs to
Bean Pear,carbohydrates,contains
Bean Pear,energy,contains
Bean Pear,fat,contains
Bean Pear,including water,contains
Bean Pear,minerals.,contains
Bean Pear,protein,contains
Bean Pear,vitamins,contains
Bean moth larva,Animalia,belongs to
Bean moth larva,Arthropoda,belongs to
Bean moth larva,Clanis,belongs to
Bean moth larva,Clanis bilineata,belongs to
Bean moth larva,Insecta,belongs to
Bean moth larva,Lepidoptera,belongs to
Bean moth larva,Sphingidae,belongs to
Bean moth larva,The nutritional components of bean moth larvae include a crude protein content of 65.5%,contains
Bean moth larva,crude fat content of 23.68%,contains
Bean moth larva,essential amino acids accounting for 52.84% of total amino acids,contains
Bean moth larva,semi-essential amino acids accounting for 9.70%,contains
Bean moth larva,unsaturated fatty acids of 64.17%,contains
Bean moth larva,with linolenic acid reaching 36.53%.,contains
Beautiful Tooth Camellia,Angiosperms,belongs to
Beautiful Tooth Camellia,Beautiful Tooth Camellia,belongs to
Beautiful Tooth Camellia,Camellia,belongs to
Beautiful Tooth Camellia,Magnoliopsida,belongs to
Beautiful Tooth Camellia,Parietales,belongs to
Beautiful Tooth Camellia,Plantae,belongs to
Beautiful Tooth Camellia,Theaceae,belongs to
Beautiful Tooth Camellia,Contains various amino acids,contains
Beautiful Tooth Camellia,anti-inflammatory,contains
Beautiful Tooth Camellia,cardiovascular health protection.,contains
Beautiful Tooth Camellia,immune-boosting,contains
Beautiful Tooth Camellia,minerals. Helps with antioxidant,contains
Beautiful Tooth Camellia,tea polyphenols,contains
Beautiful Tooth Camellia,vitamins,contains
Beauty pine nuts,Angiosperms,belongs to
Beauty pine nuts,Magnoliopsida,belongs to
Beauty pine nuts,Pinaceae,belongs to
Beauty pine nuts,Pinales,belongs to
Beauty pine nuts,Pinus,belongs to
Beauty pine nuts,Pinus bungeana,belongs to
Beauty pine nuts,Similar to the above pine nuts,contains
Beauty pine nuts,etc.,contains
Beauty pine nuts,minerals,contains
Beauty pine nuts,proteins,contains
Beauty pine nuts,rich in oils,contains
Beauty pine nuts,vitamins,contains
Bee pollen drink,Angiosperms,belongs to
Bee pollen drink,Dicotyledons,belongs to
Bee pollen drink,Multiple families,belongs to
Bee pollen drink,Multiple genera,belongs to
Bee pollen drink,Multiple orders,belongs to
Bee pollen drink,Multiple species,belongs to
Bee pollen drink,Plantae,belongs to
Bee pollen drink,Contains various nutrients,contains
Bee pollen drink,amino acids,contains
Bee pollen drink,carbohydrates,contains
Bee pollen drink,coenzymes.,contains
Bee pollen drink,enzymes,contains
Bee pollen drink,including protein,contains
Bee pollen drink,minerals,contains
Bee pollen drink,vitamins,contains
Bee pupa,Animalia,belongs to
Bee pupa,Arthropoda,belongs to
Bee pupa,Hymenoptera,belongs to
Bee pupa,Insecta,belongs to
Bee pupa,Vespa,belongs to
Bee pupa,Vespidae,belongs to
Bee pupa,Bee pupa is rich in protein,contains
Bee pupa,carbohydrates,contains
Bee pupa,etc.,contains
Bee pupa,fats,contains
Bee pupa,iron,contains
Bee pupa,it also contains various vitamins,contains
Bee pupa,minerals. The protein content exceeds 20%,contains
Bee pupa,selenium,contains
Bee pupa,the vitamin A content is significantly higher than that of beef,contains
Bee pupa,the vitamin D content is 10 times that of dried fish oil,contains
Bee pupa,trace elements such as zinc,contains
Bee pupa,vitamins,contains
Beet,Amaranthaceae,belongs to
Beet,Angiosperms,belongs to
Beet,Beet,belongs to
Beet,Beta,belongs to
Beet,Caryophyllales,belongs to
Beet,Magnoliopsida,belongs to
Beet,Plantae,belongs to
Beet,Rich in fiber,contains
Beet,folate,contains
Beet,iron.,contains
Beet,magnesium.,contains
Beet,vitamin A,contains
Beet,vitamin C,contains
Bei Ma Dou Ling,Angiosperms,belongs to
Bei Ma Dou Ling,Aristolochia,belongs to
Bei Ma Dou Ling,Aristolochiaceae,belongs to
Bei Ma Dou Ling,Aristolochiales,belongs to
Bei Ma Dou Ling,Magnoliopsida,belongs to
Bei Ma Dou Ling,Plantae,belongs to
Bei Ma Dou Ling,This species is used medicinally. The stems,contains
Bei Ma Dou Ling,calming asthma. The root is called Qing Mu Xiang,contains
Bei Ma Dou Ling,diuresis. The fruit is called Ma Dou Ling,contains
Bei Ma Dou Ling,has the effects of strengthening the stomach,contains
Bei Ma Dou Ling,leaves are called Tian Xian Teng,contains
Bei Ma Dou Ling,lowering blood pressure.,contains
Bei Ma Dou Ling,lowering qi,contains
Bei Ma Dou Ling,regulating qi,contains
Bei Ma Dou Ling,relieving cough,contains
Bei Ma Dou Ling,relieving pain,contains
Bei Ma Dou Ling,treating blood disorders,contains
Bei Ma Dou Ling,which has the effects of clearing heat,contains
Bei Ma Dou Ling,which have the effects of promoting qi circulation,contains
Bei Ma Dou Ling,which is slightly toxic,contains
Belamcanda,Angiosperms,belongs to
Belamcanda,Asparagales,belongs to
Belamcanda,Belamcanda,belongs to
Belamcanda,Iridaceae,belongs to
Belamcanda,Magnoliopsida,belongs to
Belamcanda,Plantae,belongs to
Belamcanda,Irisflorentin,contains
Belamcanda,belamc,contains
Belamcanda,etc.,contains
Belamcanda,in,contains
Belamcanda,iridin,contains
Belamcanda,iridin glycoside,contains
Belamcanda,pterocarpin,contains
Bell Calyx Camellia,Angiosperms,belongs to
Bell Calyx Camellia,Bell Calyx Camellia,belongs to
Bell Calyx Camellia,Camellia,belongs to
Bell Calyx Camellia,Magnoliopsida,belongs to
Bell Calyx Camellia,Parietales,belongs to
Bell Calyx Camellia,Plantae,belongs to
Bell Calyx Camellia,Theaceae,belongs to
Bell Calyx Camellia,Contains various amino acids,contains
Bell Calyx Camellia,anti-inflammatory,contains
Bell Calyx Camellia,cardiovascular health protection.,contains
Bell Calyx Camellia,immune-boosting,contains
Bell Calyx Camellia,minerals. Helps with antioxidant,contains
Bell Calyx Camellia,tea polyphenols,contains
Bell Calyx Camellia,vitamins,contains
Berchemia floribunda,Angiosperms,belongs to
Berchemia floribunda,Berchemia,belongs to
Berchemia floribunda,Berchemia floribunda,belongs to
Berchemia floribunda,Dicotyledons,belongs to
Berchemia floribunda,Plantae,belongs to
Berchemia floribunda,Rhamnaceae,belongs to
Berchemia floribunda,Rhamnales,belongs to
Berchemia floribunda,No specific nutritional information available.,contains
Bergamot,Angiosperms,belongs to
Bergamot,Bergamot,belongs to
Bergamot,Citrus,belongs to
Bergamot,Dicotyledons,belongs to
Bergamot,Plantae,belongs to
Bergamot,Rutaceae,belongs to
Bergamot,Sapindales,belongs to
Bergamot,B vitamins (especially vitamin B1,contains
Bergamot,Bergamot is rich in vitamin C,contains
Bergamot,as well as various antioxidant compounds,contains
Bergamot,calcium,contains
Bergamot,dietary fiber,contains
Bergamot,magnesium,contains
Bergamot,other minerals,contains
Bergamot,potassium,contains
Bergamot,vitamin A,contains
Bergamot,vitamin B2),contains
Bergamot,volatile essential oils.,contains
Betel Nut,Angiosperms,belongs to
Betel Nut,Areca,belongs to
Betel Nut,Areca catechu,belongs to
Betel Nut,Arecaceae,belongs to
Betel Nut,Arecales,belongs to
Betel Nut,Magnoliopsida,belongs to
Betel Nut,Plantae,belongs to
Betel Nut,Alkaloids,contains
Betel Nut,Contains a certain amount of starch,contains
Betel Nut,Contains water,contains
Betel Nut,alkaloids,contains
Betel Nut,arecaidine. The fat contains lauric acid,contains
Betel Nut,as well as active ingredients such as alkaloids. However,contains
Betel Nut,associated health risks should be carefully evaluated.,contains
Betel Nut,catechin,contains
Betel Nut,etc.,contains
Betel Nut,etc. Additionally,contains
Betel Nut,fat,contains
Betel Nut,fatty oils,contains
Betel Nut,flavonoids,contains
Betel Nut,it contains areca red pigment,contains
Betel Nut,it is important to note that the consumption of betel nuts,contains
Betel Nut,leucoanthocyanin,contains
Betel Nut,linoleic acid,contains
Betel Nut,minerals,contains
Betel Nut,oleic acid,contains
Betel Nut,palmitic acid,contains
Betel Nut,protein,contains
Betel Nut,stearic acid,contains
Betel Nut,sugars,contains
Betel Nut,tannins,contains
Betel Nut,their polymers.,contains
Betel Nut,volatile oils,contains
Betel Nut,with the main alkaloids being arecoline,contains
Betel Nut Pollen,Angiosperms,belongs to
Betel Nut Pollen,Areca,belongs to
Betel Nut Pollen,Arecaceae,belongs to
Betel Nut Pollen,Arecales,belongs to
Betel Nut Pollen,Betel Nut,belongs to
Betel Nut Pollen,Monocotyledon,belongs to
Betel Nut Pollen,Plantae,belongs to
Betel Nut Pollen,Contains arecoline,contains
Betel Nut Pollen,proteins,contains
Betel Nut Pollen,refreshing the mind.,contains
Betel Nut Pollen,vitamins,contains
Betel Nut Pollen,with effects of promoting digestion,contains
Big Blood Vine,Angiosperms,belongs to
Big Blood Vine,Lardizabalaceae,belongs to
Big Blood Vine,Magnoliopsida,belongs to
Big Blood Vine,Plantae,belongs to
Big Blood Vine,Ranunculales,belongs to
Big Blood Vine,Sargentodoxa,belongs to
Big Blood Vine,Sargentodoxa cuneata,belongs to
Big Blood Vine,Phenolic acids,contains
Big Blood Vine,lignans,contains
Big Blood Vine,other compounds,contains
Big Blood Vine,triterpenes,contains
Big Blood Vine,volatile oils,contains
Big Fruit Gouercha,Angiosperms,belongs to
Big Fruit Gouercha,Berchemia,belongs to
Big Fruit Gouercha,Big Fruit Gouercha,belongs to
Big Fruit Gouercha,Magnoliopsida,belongs to
Big Fruit Gouercha,Plantae,belongs to
Big Fruit Gouercha,Rhamnaceae,belongs to
Big Fruit Gouercha,Rhamnales,belongs to
Big Fruit Gouercha,The leaf shape,contains
Big Fruit Gouercha,but the leaves are hairless or only sparsely pubescent along the veins,contains
Big Fruit Gouercha,dampness,contains
Big Fruit Gouercha,differing from the latter. The roots are used medicinally for dispelling wind,contains
Big Fruit Gouercha,dispersing blood stasis,contains
Big Fruit Gouercha,drupe characteristics are the same as the original variety,contains
Big Fruit Gouercha,farmers often use the branches to make nose rings for cattle,contains
Big Fruit Gouercha,or have tufts of hair in the vein axils,contains
Big Fruit Gouercha,reducing swelling,contains
Big Fruit Gouercha,relieving pain,contains
Big Fruit Gouercha,the petioles are hairless,contains
Big Fruit Gouercha,young leaves can be used as a tea substitute.,contains
Bighead carp,Animalia,belongs to
Bighead carp,Aristichthys,belongs to
Bighead carp,Bighead carp,belongs to
Bighead carp,Chordata,belongs to
Bighead carp,Cyprinidae,belongs to
Bighead carp,Cypriniformes,belongs to
Bighead carp,Osteichthyes,belongs to
Bighead carp,112 milligrams of cholesterol.,contains
Bighead carp,2.2 grams of fat,contains
Bighead carp,Bighead carp contains protein,contains
Bighead carp,calcium,contains
Bighead carp,etc. Per 100 grams of bighead carp,contains
Bighead carp,fat,contains
Bighead carp,iron,contains
Bighead carp,phosphorus,contains
Bighead carp,there is approximately 15.3 grams of protein,contains
Bighead carp,vitamin B2,contains
Bighead carp,vitamin C,contains
Bilberry,Angiosperms,belongs to
Bilberry,Bilberry,belongs to
Bilberry,Dicotyledons,belongs to
Bilberry,Ericaceae,belongs to
Bilberry,Ericales,belongs to
Bilberry,No specific information available,belongs to
Bilberry,Plantae,belongs to
Bilberry,Rosaceae,belongs to
Bilberry,Rosales,belongs to
Bilberry,Rubus,belongs to
Bilberry,Vaccinium,belongs to
Bilberry,Bilberries are rich in vitamin C,contains
Bilberry,Bilberries contain nutrients such as vitamin C,contains
Bilberry,antioxidants,contains
Bilberry,more.,contains
Bilberry,the mineral selenium,contains
Bilberry,total amino acids,contains
Bilberry,vitamin B1,contains
Bilberry,vitamin B2,contains
Bilberry,vitamin E,contains
Bilberry,vitamin K,contains
Bilberry,γ-aminobutyric acid,contains
Birch Sap,Angiosperms,belongs to
Birch Sap,Betula,belongs to
Birch Sap,Betulaceae,belongs to
Birch Sap,Birch,belongs to
Birch Sap,Dicotyledons,belongs to
Birch Sap,Fagales,belongs to
Birch Sap,Plantae,belongs to
Birch Sap,B vitamins),contains
Birch Sap,Birch sap contains various minerals (such as potassium,contains
Birch Sap,amino acids,contains
Birch Sap,antioxidants,contains
Birch Sap,calcium,contains
Birch Sap,etc.),contains
Birch Sap,magnesium,contains
Birch Sap,manganese,contains
Birch Sap,natural sugars. It is a natural energy drink containing bioactive substances unique to birch.,contains
Birch Sap,vitamins (such as vitamin C,contains
Bitter Apricot Kernel,Angiosperms,belongs to
Bitter Apricot Kernel,Magnoliopsida,belongs to
Bitter Apricot Kernel,Plantae,belongs to
Bitter Apricot Kernel,Prunus,belongs to
Bitter Apricot Kernel,Prunus armeniaca,belongs to
Bitter Apricot Kernel,Rosaceae,belongs to
Bitter Apricot Kernel,Rosales,belongs to
Bitter Apricot Kernel,Similar to almonds,contains
Bitter Apricot Kernel,but contains higher levels of bioactive components such as amygdalin,contains
Bitter Apricot Kernel,should be consumed in moderation.,contains
Bitter Buckwheat,Angiosperms,belongs to
Bitter Buckwheat,Caryophyllales,belongs to
Bitter Buckwheat,Fagopyrum,belongs to
Bitter Buckwheat,Magnoliopsida,belongs to
Bitter Buckwheat,Plantae,belongs to
Bitter Buckwheat,Polygonaceae,belongs to
Bitter Buckwheat,Tartary buckwheat,belongs to
Bitter Buckwheat,18 amino acids,contains
Bitter Buckwheat,Tartary buckwheat has high nutritional value,contains
Bitter Buckwheat,bioflavonoids,contains
Bitter Buckwheat,calcium,contains
Bitter Buckwheat,chlorophyll,contains
Bitter Buckwheat,chromium,contains
Bitter Buckwheat,containing protein,contains
Bitter Buckwheat,copper,contains
Bitter Buckwheat,fiber,contains
Bitter Buckwheat,iron,contains
Bitter Buckwheat,manganese,contains
Bitter Buckwheat,multiple components such as magnesium,contains
Bitter Buckwheat,potassium,contains
Bitter Buckwheat,selenium. It is the only crop in the cereal family that combines seven major nutrients.,contains
Bitter Buckwheat,various vitamins,contains
Bitter Buckwheat,zinc,contains
Bitter Chrysanthemum,Angiosperms,belongs to
Bitter Chrysanthemum,Asteraceae,belongs to
Bitter Chrysanthemum,Asterales,belongs to
Bitter Chrysanthemum,Bitter Chrysanthemum,belongs to
Bitter Chrysanthemum,Cichorium,belongs to
Bitter Chrysanthemum,Magnoliopsida,belongs to
Bitter Chrysanthemum,Plantae,belongs to
Bitter Chrysanthemum,Rich in vitamin A,contains
Bitter Chrysanthemum,Rich in vitamin C,contains
Bitter Chrysanthemum,calcium,contains
Bitter Chrysanthemum,fiber.,contains
Bitter Chrysanthemum,potassium.,contains
Bitter Chrysanthemum,vitamin A,contains
Bitter Chrysanthemum,vitamin C,contains
Bitter Melon Juice,Angiosperms,belongs to
Bitter Melon Juice,Bitter Melon,belongs to
Bitter Melon Juice,Dicotyledons,belongs to
Bitter Melon Juice,Momordica,belongs to
Bitter Melon Juice,Plantae,belongs to
Bitter Melon Juice,Solanaceae,belongs to
Bitter Melon Juice,Solanales,belongs to
Bitter Melon Juice,Bitter melon juice contains alkaloids,contains
Bitter Melon Juice,but due to its bitterness,contains
Bitter Melon Juice,it is not recommended for direct consumption or juicing.,contains
Bitter Melon Juice,minerals,contains
Bitter Melon Juice,potential toxicity,contains
Bitter Melon Juice,vitamins,contains
Bitter Orange,Angiosperms,belongs to
Bitter Orange,Citrus,belongs to
Bitter Orange,Citrus aurantium,belongs to
Bitter Orange,Dicotyledons,belongs to
Bitter Orange,Plantae,belongs to
Bitter Orange,Rutaceae,belongs to
Bitter Orange,Sapindales,belongs to
Bitter Orange,Flavonoids,contains
Bitter Orange,alkaloids,contains
Bitter Orange,coumarins,contains
Bitter Orange,volatile oils,contains
Bitter Tea,Angiosperms,belongs to
Bitter Tea,Bitter Tea,belongs to
Bitter Tea,Camellia,belongs to
Bitter Tea,Magnoliopsida,belongs to
Bitter Tea,Parietales,belongs to
Bitter Tea,Plantae,belongs to
Bitter Tea,Theaceae,belongs to
Bitter Tea,9 cm wide. The tea has an extremely bitter taste,contains
Bitter Tea,Grown in mountainous sparse forests at an altitude of 1370 meters,contains
Bitter Tea,is consumed as bitter tea.,contains
Bitter Tea,with trees reaching 8 meters in height. The leaves can be up to 29 cm long,contains
Bitter melon,Angiosperms,belongs to
Bitter melon,Bitter melon,belongs to
Bitter melon,Cucurbitaceae,belongs to
Bitter melon,Cucurbitales,belongs to
Bitter melon,Dicotyledons,belongs to
Bitter melon,Momordica,belongs to
Bitter melon,Plantae,belongs to
Bitter melon,B vitamins,contains
Bitter melon,Bitter melon contains vitamin C,contains
Bitter melon,antioxidants,contains
Bitter melon,dietary fiber,contains
Bitter melon,etc.,contains
Bitter melon,momordicin,contains
Bitter melon,potassium,contains
Black Goji Berry,Angiosperms,belongs to
Black Goji Berry,Asterales,belongs to
Black Goji Berry,Dicotyledons,belongs to
Black Goji Berry,Lycium,belongs to
Black Goji Berry,Lycium ruthenicum,belongs to
Black Goji Berry,Plantae,belongs to
Black Goji Berry,Solanaceae,belongs to
Black Goji Berry,Lycium ruthenicum is rich in various nutrients such as protein,contains
Black Goji Berry,especially with a high content of anthocyanins.,contains
Black Goji Berry,minerals,contains
Black Goji Berry,trace elements,contains
Black Goji Berry,vitamins,contains
Black Hornet Venom,Animalia,belongs to
Black Hornet Venom,Arthropoda,belongs to
Black Hornet Venom,Hymenoptera,belongs to
Black Hornet Venom,Insecta,belongs to
Black Hornet Venom,Vespidae,belongs to
Black Hornet Venom,Vespula,belongs to
Black Hornet Venom,Contains various enzymes,contains
Black Hornet Venom,commonly used in medical toxicology research.,contains
Black Hornet Venom,hyaluronidase,contains
Black Hornet Venom,including phospholipase,contains
Black Hornet Venom,pain,contains
Black Hornet Venom,toxins,contains
Black Hornet Venom,which can cause severe inflammatory reactions,contains
Black Tiger,Angiosperms,belongs to
Black Tiger,Black Tiger,belongs to
Black Tiger,Citrus,belongs to
Black Tiger,Dicotyledons,belongs to
Black Tiger,Plantae,belongs to
Black Tiger,Rutaceae,belongs to
Black Tiger,Sapindales,belongs to
Black Tiger,Vitamin C,contains
Black Tiger,antioxidants,contains
Black Tiger,dietary fiber,contains
Black Tiger,etc.,contains
Black Walnut,Angiosperms,belongs to
Black Walnut,Juglandaceae,belongs to
Black Walnut,Juglandales,belongs to
Black Walnut,Juglans,belongs to
Black Walnut,Juglans nigra,belongs to
Black Walnut,Magnoliopsida,belongs to
Black Walnut,Plantae,belongs to
Black Walnut,Black walnut kernels are rich in protein,contains
Black Walnut,calcium,contains
Black Walnut,fat,contains
Black Walnut,iron,contains
Black Walnut,other nutrients.,contains
Black Walnut,with protein content reaching about 28%. They also contain vitamins,contains
Black carp,Animalia,belongs to
Black carp,Black carp,belongs to
Black carp,Chordata,belongs to
Black carp,Cyprinidae,belongs to
Black carp,Cypriniformes,belongs to
Black carp,Mylopharyngodon,belongs to
Black carp,Osteichthyes,belongs to
Black carp,Black carp is a high-protein,contains
Black carp,a fat content of about 4.2%. It is rich in glutamic acid,contains
Black carp,aspartic acid,contains
Black carp,low-fat food,contains
Black carp,other umami components.,contains
Black carp,with a protein content of about 20.1%,contains
Black-faced God,Angiosperms,belongs to
Black-faced God,Breynia,belongs to
Black-faced God,Breynia fruticosa,belongs to
Black-faced God,Euphorbiaceae,belongs to
Black-faced God,Magnoliopsida,belongs to
Black-faced God,Malpighiales,belongs to
Black-faced God,Plantae,belongs to
Black-faced God,The branches,contains
Black-faced God,bark contain tannins,contains
Black-faced God,dermatitis.,contains
Black-faced God,eczema,contains
Black-faced God,etc. Boiling the whole plant in water,contains
Black-faced God,hyperlipidemia,contains
Black-faced God,leaves,contains
Black-faced God,leaves are used medicinally to treat gastroenteritis,contains
Black-faced God,rheumatic bone pain,contains
Black-faced God,sore throat,contains
Black-faced God,triterpenes. The seeds contain fatty oils. The roots,contains
Black-faced God,washing externally can treat boils,contains
Black-faced God,with the bark containing 12.02%. The leaves contain phenols,contains
Black-spotted pond frog,Amphibia,belongs to
Black-spotted pond frog,Animalia,belongs to
Black-spotted pond frog,Anura,belongs to
Black-spotted pond frog,Black-spotted pond frog,belongs to
Black-spotted pond frog,Chordata,belongs to
Black-spotted pond frog,Pond frog genus,belongs to
Black-spotted pond frog,Ranidae,belongs to
Black-spotted pond frog,There is no specific data on the Nutritional components of pond frogs,contains
Black-spotted pond frog,but as amphibians,contains
Black-spotted pond frog,containing protein,contains
Black-spotted pond frog,minerals.,contains
Black-spotted pond frog,their nutritional value may be similar to other frogs,contains
Black-spotted pond frog,vitamins,contains
Black-tailed Snake,Animalia,belongs to
Black-tailed Snake,Black-tailed Snake,belongs to
Black-tailed Snake,Chordata,belongs to
Black-tailed Snake,Colubridae,belongs to
Black-tailed Snake,Rat Snake,belongs to
Black-tailed Snake,Reptilia,belongs to
Black-tailed Snake,Squamata,belongs to
Black-tailed Snake,The entire body of the Black-tailed Snake contains 17 types of amino acids,contains
Black-tailed Snake,aspartic acid,contains
Black-tailed Snake,copper,contains
Black-tailed Snake,etc.,contains
Black-tailed Snake,etc. The fatty acid components of the Black-tailed Snake include linoleic acid,contains
Black-tailed Snake,etc. Trace elements include calcium,contains
Black-tailed Snake,including lysine,contains
Black-tailed Snake,iron,contains
Black-tailed Snake,leucine,contains
Black-tailed Snake,palmitic acid,contains
Black-tailed Snake,stearic acid,contains
Black-tailed Snake,zinc,contains
Blackberry,Angiosperms,belongs to
Blackberry,Blackberry,belongs to
